date,season,away_team_sbr,home_team_sbr,away_score,home_score,total_open_sbr,total_close_sbr,spread_open_sbr,spread_close_sbr
2021-10-10,2021,GreenBay,Cincinnati,25.0,22.0,48.5,50.0,3.0,1.0
2021-10-10,2021,NewEngland,Houston,25.0,22.0,42.0,39.0,7.5,9.0
2021-10-10,2021,Chicago,LasVegas,20.0,9.0,45.5,46.0,7.0,5.5
2021-10-10,2021,Cleveland,LAChargers,42.0,47.0,50.0,47.0,1.0,2.5
2021-10-10,2021,NYGiants,Dallas,20.0,44.0,49.0,53.5,8.0,7.5
2021-10-10,2021,SanFrancisco,Arizona,10.0,17.0,52.0,48.5,2.0,6.0
2021-10-10,2021,Buffalo,KansasCity,38.0,20.0,56.5,57.0,4.0,3.0
2021-10-11,2021,Indianapolis,Baltimore,25.0,31.0,49.0,46.5,6.0,8.5
2021-10-14,2021,TampaBay,Philadelphia,28.0,22.0,52.5,53.0,6.5,7.5
2021-10-17,2021,Miami,Jacksonville,20.0,23.0,43.5,47.0,3.5,0.0
2021-10-17,2021,Houston,Indianapolis,3.0,31.0,43.5,44.5,11.0,12.5
2021-10-17,2021,GreenBay,Chicago,24.0,14.0,46.0,44.0,4.5,5.5
2021-10-17,2021,KansasCity,Washington,31.0,13.0,54.0,54.0,6.0,7.0
2021-10-17,2021,Minnesota,Carolina,34.0,28.0,47.5,45.0,1.0,1.0
2021-10-17,2021,LAChargers,Baltimore,6.0,34.0,48.0,51.0,3.5,3.0
2021-10-17,2021,Cincinnati,Detroit,34.0,11.0,49.0,46.5,3.0,3.5
2021-10-17,2021,LARams,NYGiants,38.0,11.0,50.0,49.5,6.5,8.5
2021-10-17,2021,Arizona,Cleveland,37.0,14.0,53.0,48.0,3.0,2.5
2021-10-17,2021,LasVegas,Denver,34.0,24.0,44.0,45.0,2.5,5.0
2021-10-17,2021,Dallas,NewEngland,35.0,29.0,48.0,50.5,1.0,3.5
2021-10-17,2021,Seattle,Pittsburgh,20.0,23.0,48.0,43.0,2.5,5.5
2021-10-18,2021,Buffalo,Tennessee,31.0,34.0,53.0,53.5,3.5,7.0
2021-10-21,2021,Denver,Cleveland,14.0,17.0,44.5,40.0,6.0,0.0
2021-10-24,2021,Cincinnati,Baltimore,41.0,17.0,48.0,46.0,7.0,7.0
2021-10-24,2021,Carolina,NYGiants,3.0,25.0,45.5,42.5,3.0,2.5
2021-10-24,2021,Washington,GreenBay,10.0,24.0,50.0,48.0,7.5,10.0
2021-10-24,2021,KansasCity,Tennessee,3.0,27.0,56.0,59.0,3.0,4.0
2021-10-24,2021,Atlanta,Miami,30.0,28.0,48.0,47.5,3.0,0.0
2021-10-24,2021,NYJets,NewEngland,13.0,54.0,43.5,42.5,7.0,7.5
2021-10-24,2021,Detroit,LARams,19.0,28.0,49.5,50.5,13.5,16.5
2021-10-24,2021,Philadelphia,LasVegas,22.0,33.0,48.5,48.5,3.0,0.0
2021-10-24,2021,Chicago,TampaBay,3.0,38.0,49.0,47.0,10.0,13.5
2021-10-24,2021,Houston,Arizona,5.0,31.0,49.5,47.5,14.5,20.0
2021-10-24,2021,Indianapolis,SanFrancisco,30.0,18.0,44.5,41.5,5.5,3.0
2021-10-25,2021,NewOrleans,Seattle,13.0,10.0,44.0,42.0,3.0,5.5
2021-10-28,2021,GreenBay,Arizona,24.0,21.0,52.5,50.5,3.0,7.0
2021-10-31,2021,Miami,Buffalo,11.0,26.0,49.0,48.5,11.5,16.0
2021-10-31,2021,Carolina,Atlanta,19.0,13.0,48.0,46.5,1.5,0.0
2021-10-31,2021,Philadelphia,Detroit,44.0,6.0,49.5,48.0,3.5,3.0
2021-10-31,2021,Tennessee,Indianapolis,34.0,31.0,49.0,51.0,2.5,3.0
2021-10-31,2021,LARams,Houston,38.0,22.0,46.0,47.0,14.0,16.5
2021-10-31,2021,Cincinnati,NYJets,31.0,34.0,45.0,43.0,3.5,12.5
2021-10-31,2021,Pittsburgh,Cleveland,15.0,10.0,45.0,43.0,2.5,5.0
2021-10-31,2021,SanFrancisco,Chicago,33.0,22.0,43.0,40.0,3.5,4.5
2021-10-31,2021,Jacksonville,Seattle,7.0,31.0,43.5,44.5,3.0,4.0
2021-10-31,2021,NewEngland,LAChargers,27.0,24.0,47.5,50.5,6.0,3.5
2021-10-31,2021,Washington,Denver,10.0,17.0,44.5,44.5,4.5,3.5
2021-10-31,2021,TampaBay,NewOrleans,27.0,36.0,50.5,48.0,4.0,4.0
2021-10-31,2021,Dallas,Minnesota,20.0,16.0,51.5,49.0,2.5,4.5
2021-11-01,2021,NYGiants,KansasCity,17.0,20.0,54.0,53.0,13.0,11.5
2021-11-04,2021,NYJets,Indianapolis,30.0,45.0,44.0,45.0,14.0,11.0
2021-11-07,2021,Houston,Miami,9.0,17.0,45.5,45.0,7.0,3.5
2021-11-07,2021,Denver,Dallas,30.0,16.0,49.0,50.0,7.5,10.5
2021-11-07,2021,Minnesota,Baltimore,31.0,34.0,50.0,51.0,6.0,7.5
2021-11-07,2021,NewEngland,Carolina,24.0,6.0,43.5,42.0,2.5,3.5
2021-11-07,2021,Buffalo,Jacksonville,6.0,9.0,50.0,48.0,10.5,16.0
2021-11-07,2021,Cleveland,Cincinnati,41.0,16.0,45.0,47.5,3.0,1.0
2021-11-07,2021,LasVegas,NYGiants,16.0,23.0,47.5,47.0,2.5,2.5
2021-11-07,2021,Atlanta,NewOrleans,27.0,25.0,45.5,43.0,5.5,7.5
2021-11-07,2021,LAChargers,Philadelphia,27.0,24.0,50.0,49.5,3.0,0.0
2021-11-07,2021,GreenBay,KansasCity,7.0,13.0,54.0,48.0,2.5,7.5
2021-11-07,2021,Arizona,SanFrancisco,31.0,17.0,47.0,44.5,3.0,5.5
2021-11-07,2021,Tennessee,LARams,28.0,16.0,52.5,53.0,4.0,7.5
2021-11-08,2021,Chicago,Pittsburgh,27.0,29.0,40.5,40.0,-5.0,7.5
2021-11-11,2021,Baltimore,Miami,10.0,22.0,48.0,47.0,7.0,10.0
2021-11-14,2021,Jacksonville,Indianapolis,17.0,23.0,48.0,48.0,-10.5,11.5
2021-11-14,2021,Cleveland,NewEngland,7.0,45.0,44.5,44.5,-3.0,2.5
2021-11-14,2021,Atlanta,Dallas,3.0,43.0,51.5,55.5,-9.5,9.0
2021-11-14,2021,Buffalo,NYJets,45.0,17.0,48.5,48.5,-13.5,14.0
2021-11-14,2021,NewOrleans,Tennessee,21.0,23.0,44.5,42.5,-2.5,3.0
2021-11-14,2021,TampaBay,Washington,19.0,29.0,51.0,51.0,-8.0,10.5
2021-11-14,2021,Detroit,Pittsburgh,16.0,16.0,44.0,40.5,-9.0,-6.0
2021-11-14,2021,Minnesota,LAChargers,27.0,20.0,50.5,53.5,3.0,3.5
2021-11-14,2021,Carolina,Arizona,34.0,10.0,45.5,41.5,11.5,7.5
2021-11-14,2021,Seattle,GreenBay,0.0,17.0,49.5,49.0,-6.0,3.0
2021-11-14,2021,Philadelphia,Denver,30.0,13.0,44.5,44.5,-1.5,0.0
2021-11-14,2021,KansasCity,LasVegas,41.0,14.0,53.5,53.5,-3.0,2.5
2021-11-15,2021,LARams,SanFrancisco,10.0,31.0,47.0,50.0,3.0,3.5
2021-11-18,2021,NewEngland,Atlanta,25.0,0.0,46.0,47.0,4.0,7.5
2021-11-21,2021,Detroit,Cleveland,10.0,13.0,46.5,42.5,10.0,14.5
2021-11-21,2021,SanFrancisco,Jacksonville,30.0,10.0,46.5,45.0,5.5,7.0
2021-11-21,2021,Indianapolis,Buffalo,41.0,15.0,50.0,49.5,7.0,7.5
2021-11-21,2021,Miami,NYJets,24.0,17.0,45.5,44.5,2.5,4.0
2021-11-21,2021,Washington,Carolina,27.0,21.0,43.0,43.0,2.5,3.5
2021-11-21,2021,Baltimore,Chicago,16.0,13.0,45.0,40.5,6.5,0.0
2021-11-21,2021,NewOrleans,Philadelphia,29.0,40.0,43.5,42.5,1.0,3.0
2021-11-21,2021,Houston,Tennessee,22.0,13.0,46.5,45.0,10.5,10.5
2021-11-21,2021,GreenBay,Minnesota,31.0,34.0,50.5,47.5,2.0,0.0
2021-11-21,2021,Cincinnati,LasVegas,32.0,13.0,48.5,50.5,0.0,1.0
2021-11-21,2021,Arizona,Seattle,23.0,13.0,50.5,45.0,1.0,5.5
2021-11-21,2021,Dallas,KansasCity,9.0,19.0,53.5,55.5,2.5,2.5
2021-11-21,2021,Pittsburgh,LAChargers,37.0,41.0,48.5,47.5,3.0,7.0
2021-11-22,2021,NYGiants,TampaBay,10.0,30.0,51.0,50.0,12.5,12.5
2021-11-25,2021,Chicago,Detroit,16.0,14.0,45.0,41.5,3.0,1.0
2021-11-25,2021,LasVegas,Dallas,36.0,33.0,54.5,51.0,7.0,8.0
2021-11-25,2021,Buffalo,NewOrleans,31.0,6.0,48.0,45.0,4.5,7.5
2021-11-28,2021,Tennessee,NewEngland,13.0,36.0,46.5,43.0,2.5,7.5
2021-11-28,2021,NYJets,Houston,21.0,14.0,46.5,44.5,3.0,3.0
2021-11-28,2021,Philadelphia,NYGiants,7.0,13.0,46.0,45.5,3.0,4.0
2021-11-28,2021,TampaBay,Indianapolis,38.0,31.0,52.0,53.0,3.0,3.0
2021-11-28,2021,Atlanta,Jacksonville,21.0,14.0,48.5,46.0,1.0,0.0
2021-11-28,2021,Carolina,Miami,10.0,33.0,43.5,40.5,1.0,0.0
2021-11-28,2021,Pittsburgh,Cincinnati,10.0,41.0,46.5,43.5,3.5,3.5
2021-11-28,2021,LAChargers,Denver,13.0,28.0,47.5,47.0,2.0,3.0
2021-11-28,2021,Minnesota,SanFrancisco,26.0,34.0,48.0,49.0,2.5,4.0
2021-11-28,2021,LARams,GreenBay,28.0,36.0,49.5,47.0,1.5,0.0
2021-11-28,2021,Cleveland,Baltimore,10.0,16.0,48.0,47.5,5.0,3.0
2021-11-29,2021,Seattle,Washington,15.0,17.0,48.0,46.5,3.5,2.0
2021-12-02,2021,Dallas,NewOrleans,27.0,17.0,48.0,45.5,4.5,7.0
2021-12-05,2021,Minnesota,Detroit,27.0,29.0,48.0,47.5,7.5,7.5
2021-12-05,2021,Arizona,Chicago,33.0,22.0,46.5,43.0,7.0,9.0
2021-12-05,2021,TampaBay,Atlanta,30.0,17.0,50.5,50.5,9.5,12.0
2021-12-05,2021,Denver,KansasCity,9.0,22.0,50.5,46.5,9.5,9.5
2021-12-05,2021,Indianapolis,Houston,31.0,0.0,47.0,45.5,7.0,11.0
2021-12-05,2021,Philadelphia,NYJets,33.0,18.0,45.0,44.0,6.5,4.5
2021-12-05,2021,LAChargers,Cincinnati,41.0,22.0,48.0,49.5,1.0,3.0
2021-12-05,2021,NYGiants,Miami,9.0,20.0,43.5,40.0,2.5,7.5
2021-12-05,2021,Washington,LasVegas,17.0,15.0,48.0,47.5,1.5,1.0
2021-12-05,2021,Baltimore,Pittsburgh,19.0,20.0,45.0,44.0,2.5,3.0
2021-12-05,2021,Jacksonville,LARams,7.0,37.0,48.0,48.0,12.0,14.5
2021-12-05,2021,SanFrancisco,Seattle,23.0,30.0,46.0,45.0,1.0,3.0
2021-12-06,2021,NewEngland,Buffalo,14.0,10.0,46.0,39.5,3.5,3.0
2021-12-09,2021,Pittsburgh,Minnesota,28.0,36.0,30.0,44.5,3.5,3.5
2021-12-12,2021,LasVegas,KansasCity,9.0,48.0,52.5,48.0,10.5,10.5
2021-12-12,2021,NewOrleans,NYJets,30.0,9.0,44.5,42.0,6.5,4.0
2021-12-12,2021,SanFrancisco,Cincinnati,26.0,23.0,47.0,49.5,2.0,0.0
2021-12-12,2021,Jacksonville,Tennessee,0.0,20.0,46.5,44.5,9.0,10.0
2021-12-12,2021,Baltimore,Cleveland,22.0,24.0,45.0,44.0,0.0,3.0
2021-12-12,2021,Atlanta,Carolina,29.0,21.0,45.5,41.5,2.5,2.5
2021-12-12,2021,Dallas,Washington,27.0,20.0,49.0,48.0,4.5,7.0
2021-12-12,2021,Seattle,Houston,33.0,13.0,45.0,41.0,6.5,10.0
2021-12-12,2021,Detroit,Denver,10.0,38.0,43.5,42.0,8.5,14.0
2021-12-12,2021,NYGiants,LAChargers,21.0,37.0,46.5,43.5,7.5,10.0
2021-12-12,2021,Buffalo,TampaBay,27.0,33.0,53.0,53.0,3.0,3.0
2021-12-12,2021,Chicago,GreenBay,30.0,45.0,46.5,43.0,11.0,13.0
2021-12-13,2021,LARams,Arizona,30.0,23.0,51.5,50.5,2.0,3.5
2021-12-16,2021,KansasCity,LAChargers,34.0,28.0,50.0,54.0,3.0,3.0
2021-12-18,2021,NewEngland,Indianapolis,17.0,27.0,44.0,47.5,2.5,0.0
2021-12-19,2021,Carolina,Buffalo,14.0,31.0,45.5,43.0,9.5,14.5
2021-12-19,2021,NYJets,Miami,24.0,31.0,44.5,42.0,7.0,10.5
2021-12-19,2021,Dallas,NYGiants,21.0,6.0,45.5,43.5,10.0,13.5
2021-12-19,2021,GreenBay,Baltimore,31.0,30.0,46.0,45.0,1.5,9.5
2021-12-19,2021,Tennessee,Pittsburgh,13.0,19.0,43.5,44.0,2.0,0.0
2021-12-19,2021,Houston,Jacksonville,30.0,16.0,43.5,40.5,3.5,6.0
2021-12-19,2021,Arizona,Detroit,12.0,30.0,47.5,48.5,12.5,14.0
2021-12-19,2021,Atlanta,SanFrancisco,13.0,31.0,45.0,48.0,7.5,9.5
2021-12-19,2021,Cincinnati,Denver,15.0,10.0,44.5,43.5,2.5,2.5
2021-12-19,2021,NewOrleans,TampaBay,9.0,0.0,48.5,45.5,11.5,13.0
2021-12-20,2021,Minnesota,Chicago,17.0,9.0,43.5,47.5,3.5,7.5
2021-12-20,2021,LasVegas,Cleveland,16.0,14.0,40.5,41.5,0.0,3.0
2021-12-21,2021,Seattle,LARams,10.0,20.0,45.0,47.0,7.0,7.5
2021-12-21,2021,Washington,Philadelphia,17.0,27.0,43.0,39.5,9.0,11.0
2021-12-23,2021,SanFrancisco,Tennessee,17.0,20.0,43.5,45.5,1.0,3.5
2021-12-25,2021,Cleveland,GreenBay,22.0,24.0,44.5,47.0,7.0,9.5
2021-12-25,2021,Indianapolis,Arizona,22.0,16.0,49.0,48.0,5.0,3.0
2021-12-26,2021,TampaBay,Carolina,32.0,6.0,49.0,44.5,11.5,12.0
2021-12-26,2021,NYGiants,Philadelphia,10.0,34.0,43.5,41.0,9.5,12.0
2021-12-26,2021,LAChargers,Houston,29.0,41.0,45.5,45.5,10.5,14.0
2021-12-26,2021,Detroit,Atlanta,16.0,20.0,43.5,43.0,6.5,9.0
2021-12-26,2021,Baltimore,Cincinnati,21.0,41.0,44.5,43.5,2.0,9.0
2021-12-26,2021,LARams,Minnesota,30.0,23.0,49.5,48.5,3.5,3.0
2021-12-26,2021,Jacksonville,NYJets,21.0,26.0,41.5,43.5,1.0,1.0
2021-12-26,2021,Buffalo,NewEngland,33.0,21.0,43.5,43.5,2.0,0.0
2021-12-26,2021,Chicago,Seattle,25.0,24.0,43.5,41.0,7.0,7.5
2021-12-26,2021,Pittsburgh,KansasCity,10.0,36.0,48.5,44.5,8.5,11.5
2021-12-26,2021,Denver,LasVegas,13.0,17.0,42.5,41.5,1.0,0.0
2021-12-26,2021,Washington,Dallas,14.0,56.0,48.5,46.0,9.0,11.0
2021-12-28,2021,Miami,NewOrleans,20.0,3.0,41.0,37.5,3.5,3.0
2022-01-02,2021,LasVegas,Indianapolis,23.0,20.0,48.0,46.5,7.5,10.0
2022-01-02,2021,NYGiants,Chicago,3.0,29.0,42.5,37.0,3.5,7.0
2022-01-02,2021,TampaBay,NYJets,28.0,24.0,45.5,47.5,11.0,15.0
2022-01-02,2021,Atlanta,Buffalo,15.0,29.0,44.5,46.0,13.5,14.5
2022-01-02,2021,Arizona,Dallas,25.0,22.0,50.5,53.0,2.5,7.0
2022-01-02,2021,Carolina,NewOrleans,10.0,18.0,40.5,37.0,7.0,7.0
2022-01-02,2021,Philadelphia,Washington,20.0,16.0,44.0,44.5,2.5,6.0
2022-01-02,2021,KansasCity,Cincinnati,31.0,34.0,47.5,50.5,4.5,3.5
2022-01-02,2021,Jacksonville,NewEngland,10.0,50.0,42.5,42.5,15.5,17.5
2022-01-02,2021,Miami,Tennessee,3.0,34.0,41.0,41.0,3.5,3.0
2022-01-02,2021,Denver,LAChargers,13.0,34.0,45.5,45.0,6.0,9.0
2022-01-02,2021,Houston,SanFrancisco,7.0,23.0,44.5,44.0,15.0,14.0
2022-01-02,2021,Detroit,Seattle,29.0,51.0,42.5,41.0,9.5,9.5
2022-01-02,2021,LARams,Baltimore,20.0,19.0,45.0,47.0,2.0,7.5
2022-01-02,2021,Minnesota,GreenBay,10.0,37.0,46.0,43.0,7.0,13.5
2022-01-03,2021,Cleveland,Pittsburgh,14.0,26.0,41.5,43.5,1.0,0.0
2022-01-08,2021,Dallas,Philadelphia,51.0,26.0,45.5,46.0,3.5,7.0
2022-01-08,2021,KansasCity,Denver,28.0,24.0,43.0,45.0,3.0,12.5
2022-01-09,2021,GreenBay,Detroit,30.0,37.0,44.5,45.0,3.5,3.5
2022-01-09,2021,Chicago,Minnesota,17.0,31.0,44.5,44.5,3.5,3.5
2022-01-09,2021,NewEngland,Miami,24.0,33.0,40.5,41.0,7.0,5.5
2022-01-09,2021,Indianapolis,Jacksonville,11.0,26.0,43.5,43.0,15.0,14.5
2022-01-09,2021,NYJets,Buffalo,10.0,27.0,40.5,43.0,16.5,16.0
2022-01-09,2021,Carolina,TampaBay,17.0,41.0,42.5,43.0,11.0,12.5
2022-01-09,2021,Tennessee,Houston,28.0,25.0,42.0,43.0,11.5,12.0
2022-01-09,2021,Washington,NYGiants,22.0,7.0,37.0,36.5,7.0,5.5
2022-01-09,2021,NewOrleans,Atlanta,30.0,20.0,40.0,40.5,4.5,5.0
2022-01-09,2021,Pittsburgh,Baltimore,16.0,13.0,41.0,40.5,3.0,3.0
2022-01-09,2021,Cincinnati,Cleveland,16.0,21.0,37.0,38.0,6.0,7.0
2022-01-09,2021,Seattle,Arizona,38.0,30.0,48.5,48.5,5.5,5.5
2022-01-09,2021,SanFrancisco,LARams,27.0,24.0,45.0,46.5,3.5,3.0
2022-01-09,2021,LAChargers,LasVegas,32.0,35.0,49.0,49.5,2.5,3.0
2022-01-15,2021,LasVegas,Cincinnati,19.0,26.0,48.5,48.5,6.0,6.0
2022-01-15,2021,NewEngland,Buffalo,17.0,47.0,44.0,43.0,4.0,4.5
2022-01-16,2021,Philadelphia,TampaBay,15.0,31.0,49.0,47.5,10.0,7.5
2022-01-16,2021,SanFrancisco,Dallas,23.0,17.0,50.5,51.0,2.5,3.5
2022-01-16,2021,Pittsburgh,KansasCity,21.0,42.0,47.0,46.5,13.0,11.5
2022-01-17,2021,Arizona,LARams,11.0,34.0,50.5,49.5,4.0,3.0
2022-01-22,2021,Cincinnati,Tennessee,19.0,16.0,47.5,48.5,6.0,4.0
2022-01-22,2021,SanFrancisco,GreenBay,13.0,10.0,47.5,47.0,4.5,6.0
2022-01-23,2021,LARams,TampaBay,30.0,27.0,48.0,48.0,2.5,2.5
2022-01-23,2021,Buffalo,KansasCity,36.0,42.0,53.5,53.5,2.5,2.5
2022-01-30,2021,Cincinnati,KansasCity,27.0,24.0,49.5,54.5,7.0,7.0
2022-01-30,2021,SanFrancisco,LARams,17.0,20.0,47.5,45.5,3.0,-3.5
2022-02-13,2021,LARams,Cincinnati,23.0,20.0,50.0,48.5,4.0,4.0
